issn_1,issn_2,quartile,title,h_index,category
20441290,20441282,Q3,Advances in Mental Health and Intellectual Disabilities,20,
13513958,14678381,Q3,Asian Economic Journal,36,
18840205,13424815,Q3,Biocontrol Science,33,
87567555,19308299,Q3,College Teaching,56,
23453982,23832533,Q3,Computational Methods for Differential Equations,13,
00138738,15556689,Q3,Entomological Review,22,
10077812,,Q3,Huozhayao Xuebao/Chinese Journal of Explosives and Propellants,26,
14738724,14738716,Q3,Information Visualization,55,
15415015,,Q3,Interdisciplinary Journal of Problem-based Learning,26,
10783458,19405200,Q3,Journal of Correctional Health Care,35,
21611939,21590311,Q3,Journal of Humanistic Counseling,23,
19409214,15289168,Q3,"Journal of Infant, Child, and Adolescent Psychotherapy",20,
1364551X,09599436,Q3,Mendeleev Communications,46,
26733269,,Q3,Optics,11,
01919601,15263347,Q3,Pediatrics in Review,62,
10665285,15739171,Q3,Russian Chemical Bulletin,52,
15882896,00816906,Q3,Studia Scientiarum Mathematicarum Hungarica,28,
18491545,13327461,Q3,Tourism,33,
00442771,14397803,Q3,Zeitschrift fur Gastroenterologie,67,
22195491,,-,European Signal Processing Conference,59,
26903342,26903334,-,"Proceedings of the International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks, WiOpt",4,
23521457,23521465,-,Transportation Research Procedia,73,
23761199,23761202,Q1,Caucasus Survey,14,
18722636,1872261X,Q1,Journal of the Philosophy of History,15,
2532683X,24649309,Q2,"Agathon - International Journal of Architecture, Art and Design",5,
25768476,10511431,Q2,Argumentation and Advocacy,29,
23215410,1326365X,Q2,Asia Pacific Media Educator,15,
10970967,00080845,Q2,California Agriculture,34,
23107103,,Q2,Critical Studies in Teaching and Learning,10,
23289686,10643958,Q2,Duke Environmental Law and Policy Forum,23,
15563715,15563707,Q2,Journal of Chiropractic Medicine,33,
00914169,,Q2,Journal of Criminal Law and Criminology,55,
03704327,,Q2,Redia,17,
05874254,,Q3,Acta Physica Polonica B,68,
26630419,22188754,Q3,"ANAS Transactions, Earth Sciences",6,
19930445,10051031,Q3,Applied Mathematics,24,
2602473X,,Q3,Aquatic Sciences and Engineering,9,
10015620,,Q3,Drilling Fluid and Completion Fluid,19,
24233765,24234311,Q3,Environmental Health Engineering and Management,16,
26245647,,Q3,Gastrointestinal Disorders,8,
20963246,,Q3,Gongcheng Kexue Yu Jishu/Advanced Engineering Sciences,19,
24686476,24686484,Q3,Heart and Mind,9,
13111728,13148060,Q3,International Journal of Applied Mathematics,12,
10256016,14772639,Q3,Isotopes in Environmental and Health Studies,49,
17497221,,Q3,Journal of Brachial Plexus and Peripheral Nerve Injury,25,
18650368,1865035X,Q3,Logistics Research,30,
1361374X,14680106,Q3,Pacific Economic Review,38,
23452625,23225521,Q3,Physical Chemistry Research,20,
15766578,02100010,Q3,Revista de Neurologia,48,
23453605,10263098,Q3,Scientia Iranica,69,
17936667,0218625X,Q3,Surface Review and Letters,51,
13303651,,Q3,Tehnicki Vjesnik,39,
00414301,,Q3,Turkish Journal of Pediatrics,41,
10003835,,Q3,Zhendong yu Chongji/Journal of Vibration and Shock,39,
21642974,21642958,-,"IEEE Radio and Wireless Symposium, RWS",22,
00903507,,-,Record of Conference Papers - Annual Petroleum and Chemical Industry Conference,19,
08198691,03113248,Q1,History of Education Review,10,
20566530,20566522,Q1,International Journal of Food Design,13,
17517877,01629778,Q1,Journal of Baltic Studies,27,
23556994,19786301,Q1,Journal of Indonesian Islam,15,
22105956,22105948,Q1,Journal of Sufi Studies,9,
19899904,02132338,Q1,Lucentum,7,
17498848,,Q2,"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources",45,
21506698,00990086,Q2,College and Research Libraries News,27,
14059193,,Q2,Cuestiones Constitucionales,7,
18269745,22832998,Q2,Interaction Design and Architecture(s),21,
24555673,24558931,Q2,International Journal of One Health,12,
10553835,21611874,Q2,Journal of Addictions and Offender Counseling,19,
21627177,13216597,Q2,Journal of International Communication,14,
27985245,,Q2,Mechanical Engineering for Society and Industry,9,
17917735,17915961,Q2,Regional Science Inquiry,13,
18652646,18652654,Q2,Zeitschrift fur Vergleichende Politikwissenschaft,21,
18524834,03264815,Q3,Acta Odontologica Latinoamericana,24,
19422962,19422970,Q3,American Health and Drug Benefits,39,
23565322,01261568,Q3,Atom Indonesia,14,
27120082,,Q3,BIO Integration,13,
18054854,18054862,Q3,Central European Business Review,15,
21694826,21694834,Q3,Clinical Practice in Pediatric Psychology,25,
15213986,08631042,Q3,Contributions to Plasma Physics,51,
18749348,12119520,Q3,Folia Geobotanica,54,
10011609,,Q3,Gaoya Dianqi/High Voltage Apparatus,35,
19450265,19450257,Q3,Genetic Testing and Molecular Biomarkers,54,
09757651,09766952,Q3,Indian Journal of Surgical Oncology,26,
17575850,17575869,Q3,International Journal of Mathematics in Operational Research,31,
26941902,,Q3,Journal of Neurosurgery: Case Lessons,7,
10084495,,Q3,Mining Safety and Environmental Protection,8,
20479018,00296570,Q3,Nursing Standard,54,
1753495X,17534968,Q3,Obstetric Medicine,27,
18973191,1730413X,Q3,Oceanological and Hydrobiological Studies,26,
1338984X,13351745,Q3,Quality Innovation Prosperity,23,
00855626,18069665,Q3,Revista Brasileira de Entomologia,40,
15193829,,Q3,Revista Brasileira de Saude Materno Infantil,25,
02682141,,Q3,Support for Learning,37,
24541001,13366157,Q1,Folia Geographica,11,
19951272,,Q1,FWU Journal of Social Sciences,8,
2450050X,23917997,Q1,Santander Art and Culture Law Review,9,
26395355,,Q1,"Sexuality, Gender and Policy",5,
25279238,2407814X,Q2,Agraris,9,
25799150,25799207,Q2,Indonesian Journal of Urban and Environmental Technology,6,
20385625,,Q2,Italian Journal of Agrometeorology,18,
07180101,07194633,Q2,Revista de Derecho Ambiental (Chile),5,
00016462,,Q3,Acta Orthopaedica Belgica,60,
25726846,25726838,Q3,Applied Earth Science: Transactions of the Institute of Mining and Metallurgy,11,
19231245,00040843,Q3,Arctic,71,
27317005,27317013,Q3,Dermatologie,43,
00900656,19374518,Q3,Fishery Bulletin,76,
28132890,,Q3,Frontiers in Sleep,5,
19950837,19950829,Q3,Inland Water Biology,18,
10535381,,Q3,International Journal of Offshore and Polar Engineering,48,
20080700,17354668,Q3,Iranian Journal of Child Neurology,22,
18641245,15477029,Q3,Journal of Failure Analysis and Prevention,39,
17545951,00225258,Q3,Journal of Transport Economics and Policy,63,
24684287,,Q3,"Journal of Vascular Surgery Cases, Innovations and Techniques",15,
2147625X,,Q3,Konuralp Journal of Mathematics,10,
03057518,,Q3,Leprosy Review,52,
08608229,,Q3,Metrology and Measurement Systems,37,
10747931,23312637,Q3,Neurologist,68,
23008423,00306657,Q3,Otolaryngologia Polska,21,
26737167,,Q3,Physchem,8,
19409133,07351690,Q3,Psychoanalytic Inquiry,41,
00333883,20642849,Q3,Publicationes Mathematicae Debrecen,41,
24239097,2432163X,Q3,Radiation Environment and Medicine,5,
01360027,23077336,Q3,Ruthenica,9,
10903941,,Q3,Surgical Technology International,40,
27726134,,Q4,Clinical Immunology Communications,5,
24135844,,-,Proceedings of the International Symposium on Automation and Robotics in Construction,9,
11316993,19882327,Q1,Complutum,12,
00221791,,Q1,Journal of Indian Philosophy,25,
23126337,27129608,Q1,Yazyki i Fol'klor Korennykh Narodov Sibiri,2,
20578911,2057892X,Q2,Asian Journal of Comparative Politics,13,
20369913,2533168X,Q2,International Review of Civil Engineering,16,
08932190,15505073,Q2,Journal of Perinatal and Neonatal Nursing,52,
14360578,14346222,Q2,Notfall und Rettungsmedizin,25,
01026909,18069053,Q2,Revista Brasileira de Ciencias Sociais,22,
25244434,20969384,Q3,Acta Epileptologica,10,
19726007,00099074,Q3,Clinica Terapeutica,36,
22559922,,Q3,Complex Systems Informatics and Modeling Quarterly,11,
15434079,15434060,Q3,Ecological Restoration,37,
20736673,27825221,Q3,Fundamental and Applied Hydrophysics,10,
15921107,,Q3,Giornale Italiano di Psicopatologia,22,
17353645,17353572,Q3,Journal of Applied Fluid Mechanics,43,
20901976,20901968,Q3,Journal of Combustion,25,
09743227,09746897,Q3,Journal of Hand and Microsurgery,7,
0974598X,09702113,Q3,Lung India,40,
25734377,,Q3,Mathematics Teaching-Research Journal,9,
26635151,22200622,Q3,Mongolian Geoscientist,4,
22363777,18099939,Q3,Neotropical Biology and Conservation,13,
13379038,13384309,Q3,NISPAcee Journal of Public Administration and Policy,16,
05685435,,Q3,Novosti Sistematiki Nizshikh Rastenii,11,
26752824,,Q3,Ocean and Coastal Research,38,
19378327,08985952,Q3,Performance Improvement Quarterly,27,
18094546,01006991,Q3,Revista do Colegio Brasileiro de Cirurgioes,31,
24128333,00415790,Q3,Ugol,18,
19844689,19844670,Q3,Zoologia,43,
21665478,,-,IEEE Green Technologies Conference,22,
2732527X,,-,Proceedings of the Design Society,14,
22325131,23504226,Q1,Asian Studies,10,
01847783,,Q1,Population and Societies,17,
00371998,16133692,Q1,Semiotica,45,
15027791,0039338X,Q1,Studia Theologica - Nordic Journal of Theology,11,
20525206,20525192,Q2,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",47,
15248879,,Q2,Human Rights Review,28,
10001050,,Q3,Acta Theriologica Sinica,26,
26455552,26455382,Q3,Analytical Methods in Environmental Chemistry Journal,14,
24664847,24664677,Q3,Applied Engineering Letters,12,
15394077,14634988,Q3,Aquatic Ecosystem Health and Management,51,
02175959,17937019,Q3,Asia-Pacific Journal of Operational Research,39,
18606261,02529599,Q3,Chinese Annals of Mathematics. Series B,42,
14695901,13642537,Q3,European Journal of Psychotherapy and Counselling,18,
00167894,25878263,Q3,Geologiya Nefti i Gaza,9,
17434963,17434955,Q3,International Journal of Environment and Health,18,
20103689,,Q3,International Journal of Information and Education Technology,22,
2008823X,1028852X,Q3,Iranian Biomedical Journal,42,
25232533,,Q3,Journal of Hospital Management and Health Policy,8,
2458973X,,Q3,Journal of Sustainable Construction Materials and Technologies,7,
87507315,19308264,Q3,Journal of the American Podiatric Medical Association,67,
20902565,16871537,Q3,Journal of the Egyptian Women's Dermatologic Society,9,
04533402,,Q3,Karstenia,10,
19348401,08845913,Q3,Kinematics and Physics of Celestial Bodies,13,
00029920,,Q3,Notices of the American Mathematical Society,43,
20468954,20468962,Q3,Pharmaceutical Patent Analyst,21,
09753575,,Q3,Pharmacognosy Journal,38,
23834501,2383451X,Q3,Pollution,19,
10042954,,Q3,Railway Standard Design,8,
00411612,,Q3,Transportation Journal,45,
21618089,21618070,-,IEEE International Conference on Automation Science and Engineering,40,
23730803,26933551,-,IEEE Workshop on Statistical Signal Processing Proceedings,35,
1811833X,23117133,Q1,Epistemology and Philosophy of Science,10,
24107433,17921341,Q1,European Journal of Geography,17,
22558640,22558632,Q1,Landscape Architecture and Art,8,
10282580,,Q2,"Contemporary Justice Review: Issues in Criminal, Social, and Restorative Justice",23,
12123609,,Q2,E a M: Ekonomie a Management,28,
13682199,1743131X,Q2,Imaging Science Journal,31,
2416089X,,Q2,Intersections East European Journal of Society and Politics,17,
25144774,,Q2,Journal of Capital Markets Studies,11,
26924951,2692496X,Q2,Journal of LGBTQ Issues in Counseling,37,
20142862,,Q2,Multidisciplinary Journal of Educational Research,10,
02102862,20139004,Q2,Papers,18,
1133682X,,Q2,Pragmalinguistica,9,
19090528,,Q2,Via Inveniendi et Iudicandi,4,
2624599X,,Q3,Acoustics,21,
17307503,,Q3,Acta Neuropsychologica,15,
22998624,,Q3,Advances in Science and Technology Research Journal,18,
00068136,26586339,Q3,Botanicheskii Zhurnal,8,
18054447,12119059,Q3,Ceska a Slovenska Oftalmologie,14,
13365835,21996512,Q3,Civil and Environmental Engineering,12,
14330407,00282804,Q3,Der Nervenarzt,49,
02513625,21668604,Q3,DISP,30,
14680300,03915026,Q3,Economic Notes,26,
23921641,24500097,Q3,Economics and Business Review,11,
25142119,,Q3,European Heart Journal - Case Reports,17,
0930343X,14350130,Q3,European Journal of Plastic Surgery,30,
27731863,27731871,Q3,Franklin Open,7,
19983808,09713026,Q3,Indian Journal of Radiology and Imaging,39,
16875877,16875869,Q3,International Journal of Antennas and Propagation,52,
00470767,,Q3,International Journal of Sport Psychology,57,
19434898,,Q3,Journal of College Science Teaching,15,
09719202,09756434,Q3,Journal of Obstetrics and Gynecology of India,30,
00282448,,Q3,Neftyanoe khozyaystvo - Oil Industry,22,
27034542,,Q3,Nursing Praxis in Aotearoa New Zealand,17,
14686783,1471406X,Q3,Progress in Reaction Kinetics and Mechanism,28,
16800826,,Q3,Protistology,10,
02784807,,Q3,Rehabilitation Nursing,46,
08698643,,Q3,Thermophysics and Aeromechanics,27,
10680314,,-,Proceedings of the Data Compression Conference,57,
20147910,,Q1,Brumal,5,
14677709,01452096,Q1,Diplomatic History,42,
20515553,20515561,Q1,Health and Social Care Chaplaincy,10,
16962060,,Q1,Historia Actual Online,4,
22104127,22104119,Q1,Language and Dialogue,15,
18479375,,Q2,Business Systems Research,17,
02100266,,Q2,Cuadernos de Economia,16,
19451253,00185787,Q2,Hospital Pharmacy,31,
18075762,14143283,Q2,"Interface: Communication, Health, Education",28,
13099108,,Q2,Journal of Social Studies Education Research,23,
14222213,17471796,Q2,Journal of World Intellectual Property,15,
17521459,17521440,Q2,Law and Financial Markets Review,11,
23832886,1735403X,Q2,Pharmaceutical Sciences,28,
24234214,23455357,Q3,Applied Food Biotechnology,27,
03235408,14772906,Q3,Archives of Phytopathology and Plant Protection,35,
0103636X,19804415,Q3,Bolema - Mathematics Education Bulletin,16,
20971842,,Q3,Chinese Optics,28,
21010315,03990974,Q3,Cybium,36,
24518484,24518492,Q3,Data Science,13,
00167223,,Q3,Geografisk Tidsskrift - Danish Journal of Geography,33,
0949149X,,Q3,International Journal of Engineering Education,64,
28231465,,Q3,International Journal of Limnology,38,
23659033,,Q3,International Journal on Magnetic Particle Imaging,8,
2374250X,10425055,Q3,Journal of Chiropractic Education,13,
10627391,15738736,Q3,Journal of Mining Science,37,
10089292,,Q3,Journal of Zhejiang University (Medical Sciences),16,
24684562,24684570,Q3,Kidney Cancer,12,
22990461,24505781,Q3,Management Systems in Production Engineering,19,
26188945,10269428,Q3,Meditsina Truda I Promyshlennaya Ekologiya,14,
20478976,13545760,Q3,Nursing Management,24,
2519593X,02582236,Q3,Perspectives in Education,29,
1432881X,14322234,Q3,Theoretical Chemistry Accounts,121,
18885063,20131631,Q3,Transactions on Data Privacy,29,
00411345,18732623,Q3,Transplantation Proceedings,93,
13006320,21463077,Q3,Turkiye Parazitoloji Dergisi,24,
24124354,18149545,Q3,Voprosy Obrazovaniya / Educational Studies Moscow,19,
18794750,09240608,Q1,European Review of Latin American and Caribbean Studies,21,
24143324,,Q1,Pharos Journal of Theology,6,
01024442,21762767,Q1,Projeto Historia,3,
15882551,00015210,Q2,Acta Archaeologica Academiae Scientiarum Hungaricae,11,
25233955,,Q2,Aerospace Systems,12,
20759517,,Q2,eJournal of eDemocracy and Open Government,22,
09357335,,Q2,Ethik in der Medizin,15,
27324044,27324036,Q2,International Journal of Disability and Social Justice,4,
24758876,,Q2,Japan Architectural Review,15,
26455390,,Q2,Journal of Advanced Periodontology and Implant Dentistry,6,
10276084,,Q2,Journal of Futures Studies,27,
2220802X,,Q2,Sever i Rynok: Formirovanie Ekonomiceskogo Poradka,7,
19490569,,Q2,Transdisciplinary Journal of Engineering and Science,8,
23720352,,Q3,AIMS Environmental Science,22,
23524146,19957645,Q3,Asian Pacific Journal of Tropical Medicine,76,
18744710,18744729,Q3,Current Radiopharmaceuticals,35,
13001337,,Q3,Egitim ve Bilim,30,
2331124X,23311231,Q3,Foundations and Trends in Information Systems,4,
20654421,18425135,Q3,Geographia Technica,18,
20427808,20427816,Q3,International Journal of Hydrology Science and Technology,20,
19737459,25332279,Q3,International Review of Aerospace Engineering,19,
17982340,,Q3,Journal of Advances in Information Technology,26,
11070625,,Q3,Journal of B.U.ON.,41,
27374173,27374165,Q3,Journal of Computational Biophysics and Chemistry,33,
13431420,13496867,Q3,Journal of Medical Investigation,54,
27246329,27246337,Q3,Minerva Dental and Oral Science,35,
14391058,09372032,Q3,PPmP Psychotherapie Psychosomatik Medizinische Psychologie,48,
14549069,,Q3,Proceedings of the Romanian Academy Series A - Mathematics Physics Technical Sciences Information Science,33,
23287047,23287055,Q3,U.S. Geological Survey Techniques and Methods,6,
00666742,19883110,Q1,Archivo Espanol de Arqueologia,12,
14693542,13530194,Q1,British Journal of Middle Eastern Studies,32,
07192681,07162278,Q1,Dialogo Andino,13,
20651198,20650817,Q1,Geojournal of Tourism and Geosites,29,
00236942,,Q1,Labour History,17,
20470770,20470789,Q1,Oxford Journal of Law and Religion,18,
22143955,22143947,Q1,Review of Religion and Chinese Society,8,
18524826,1852060X,Q1,Revista del Museo de Antropologia,7,
00946354,21625239,Q2,AANA Journal,38,
15929566,11211539,Q2,Annals of Burns and Fire Disasters,33,
00917370,15508080,Q2,Annals of Clinical and Laboratory Science,63,
2332886X,,Q2,"Criminology, Criminal Justice, Law and Society",31,
16509544,,Q2,European Journal of Spatial Development,14,
0929998X,,Q2,Functions of Language,29,
13635387,,Q2,Internet Archaeology,17,
20674082,20689969,Q2,Journal of Urban and Regional Analysis,14,
0716078X,07176317,Q2,Revista Chilena de Historia Natural,46,
1988429X,00349712,Q2,Revista Internacional de Sociologia,23,
15828271,18414273,Q2,Romanian Journal of European Affairs,11,
26585537,04092961,Q3,Bezopasnost' Truda v Promyshlennosti,12,
15738388,00093130,Q3,Chemistry of Natural Compounds,50,
14394421,09413790,Q3,Gesundheitswesen,47,
29497086,,Q3,iGIE,5,
09709134,09737723,Q3,Indian Journal of Thoracic and Cardiovascular Surgery,16,
0367973X,22489800,Q3,Indian Phytopathology,20,
20612125,20612079,Q3,Infocommunications Journal,12,
23647485,,Q3,Innovative Surgical Sciences,19,
17402832,17402840,Q3,International Journal of Technology Intelligence and Planning,19,
02182130,17936349,Q3,International Journal on Artificial Intelligence Tools,41,
19930461,2225157X,Q3,Jordan Journal of Civil Engineering,28,
2347212X,,Q3,Journal of Applied Biology and Biotechnology,20,
15661679,,Q3,"Journal of Industry, Competition and Trade",32,
22500545,22500553,Q3,Journal of The Institution of Engineers (India): Series C,29,
22125043,10167315,Q3,Journal of the Saudi Heart Association,25,
20450893,20450885,Q3,Melanoma Management,15,
09470875,23637013,Q3,Neuroforum,12,
19418744,19418752,Q3,Neurohospitalist,29,
19417527,19417519,Q3,Opuscula Philolichenum,14,
16083407,10214437,Q3,Russian Journal of Plant Physiology,64,
00816426,,Q3,Studia Geologica Polonica,18,
0091679X,,Q4,Methods in Cell Biology,90,
15206130,,-,"IEEE Workshop on Signal Processing Systems, SiPS: Design and Implementation",36,
26431483,26431394,-,Proceedings - International Symposium on Asynchronous Circuits and Systems,33,
00013765,16782690,Q2,Anais da Academia Brasileira de Ciencias,76,
18397387,10360026,Q2,Australian and International Journal of Rural Education,8,
17535379,02500167,Q2,Communicatio,20,
22214070,,Q2,Educational Research for Social Change,10,
10228195,17535395,Q2,Language Matters,19,
18393713,10332839,Q2,Legal Education Review,2,
02112159,15768597,Q2,Psicologica,23,
0967828X,,Q2,South East Asia Research,29,
16849965,16849973,Q3,Advances in Radio Science,26,
01957910,1533404X,Q3,American Journal of Forensic Medicine and Pathology,68,
00098558,14718030,Q3,Clay Minerals,81,
22123911,15748863,Q3,Current Drug Safety,43,
2444877X,24448788,Q3,European Journal of Family Business,16,
23084057,23109599,Q3,Foods and Raw Materials,18,
15332276,24709565,Q3,Gifted and Talented International,16,
00195022,,Q3,Indian Journal of Agricultural Sciences,36,
20749074,20749082,Q3,"International Journal of Image, Graphics and Signal Processing",16,
13272314,18758827,Q3,International Journal of Knowledge-Based and Intelligent Engineering Systems,25,
10065911,,Q3,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",42,
1860711X,18607128,Q3,Journal of Economic Interaction and Coordination,28,
23600853,,Q3,Journal of Evidence-Based Psychotherapies,23,
10016872,,Q3,Kuangwu Yanshi,29,
2651205X,,Q3,Maritime Technology and Research,9,
24767123,24763489,Q3,Nanomedicine Research Journal,24,
09574565,,Q3,Noise and Vibration Worldwide,19,
2151321X,21513228,Q3,"Pediatric, Allergy, Immunology, and Pulmonology",29,
20501684,,Q3,Primary dental journal,19,
23274433,07349149,Q3,Public Administration Quarterly,7,
09349847,14322110,Q3,Research in Nondestructive Evaluation,36,
13036130,13000527,Q3,Turkish Journal of Chemistry,56,
25879766,22204156,Q1,Bulletin of Ugric Studies,7,
27080226,19984634,Q1,Eminak,5,
10958614,03057488,Q1,Journal of Historical Geography,50,
15375358,00222801,Q1,Journal of Modern History,39,
20902840,20902859,Q2,Emergency Medicine International,8,
19986041,1998605X,Q2,Environmental Economics,10,
2232111X,19852533,Q2,Malaysian Orthopaedic Journal,17,
14679264,00667374,Q2,Proceedings of the Aristotelean Society,54,
00381969,,Q2,South African Archaeological Bulletin,31,
21479100,,Q3,Advances in Hospitality and Tourism Research,13,
16083024,00036838,Q3,Applied Biochemistry and Microbiology,55,
21751188,00378712,Q3,Boletim da Sociedade Paranaense de Matematica,22,
14996685,,Q3,Canadian Journal of Learning and Technology,11,
20086172,20086164,Q3,Caspian Journal of Internal Medicine,37,
25158163,,Q3,Cephalalgia Reports,9,
23743832,,Q3,"Crop, Forage and Turfgrass Management",16,
18756697,15734099,Q3,Current Computer-Aided Drug Design,35,
14740036,09604286,Q3,Edinburgh Journal of Botany,33,
25396218,25396161,Q3,Engineering and Applied Science Research,14,
00167487,,Q3,Geography,32,
15487717,15487725,Q3,Journal of Cases on Information Technology,22,
24236713,24236705,Q3,Journal of Computational Applied Mechanics,16,
10290389,00958972,Q3,Journal of Coordination Chemistry,61,
15733645,10413545,Q3,Journal of Medical Humanities,35,
18815472,03865991,Q3,Kodai Mathematical Journal,27,
23450037,20294581,Q3,Organizations and Markets in Emerging Economies,12,
26175428,,Q3,Pediatric Medicine,10,
09269630,,Q3,Studies in Health Technology and Informatics,71,
21998876,,-,Proceedings of International Conference on Applied Innovation in IT,7,
17459737,17459745,Q1,Journal of Mathematics and Music,17,
02582279,,Q1,Literator,8,
14137054,19811829,Q2,Ciencia e Agrotecnologia,41,
21495637,,Q2,European Journal of Forest Engineering,7,
22306579,22306587,Q2,Multimodal Communication,14,
20000669,02832631,Q2,Nordic Pulp and Paper Research Journal,56,
23739231,,Q2,Proceedings of the Association for Information Science and Technology,26,
1989709X,21712085,Q2,"Psychology, Society and Education",15,
20416962,00384283,Q2,Southern Journal of Philosophy,31,
26444690,,Q3,Acta Hydrologica Slovaca,5,
08627940,,Q3,Applications of Mathematics,33,
10072802,,Q3,Bulletin of Mineralogy Petrology and Geochemistry,34,
16865456,24082384,Q3,Environment and Natural Resources Journal,13,
00171557,,Q3,Gold Bulletin,69,
25783270,,Q3,International Journal of Ceramic Engineering and Science,12,
26766167,25385100,Q3,Journal of Applied Research on Industrial Engineering,11,
21830606,,Q3,Journal of Innovation Management,25,
07303084,21683816,Q3,"Journal of Physical Education, Recreation and Dance",18,
18838049,09153942,Q3,Journal of Robotics and Mechatronics,41,
22879307,12256161,Q3,Korean Journal of Remote Sensing,15,
27678490,,Q3,LHB: Hydroscience Journal,21,
02179849,17936640,Q3,Modern Physics Letters B,60,
10610022,15477371,Q3,St. Petersburg Mathematical Journal,22,
23263288,2326330X,-,IEEE IAS Electrical Safety Workshop,7,
15301877,15581780,-,Proceedings of the European Test Workshop,19,
24714607,,Q1,Journal of Labor and Society,13,
08130426,,Q1,Rock Art Research,16,
15556824,,Q2,International Journal of Play Therapy,33,
01851667,,Q2,Investigacion Economica,16,
17101166,11989742,Q2,Journal of Scholarly Publishing,21,
20299990,23352000,Q2,Journal of Sustainable Architecture and Civil Engineering,8,
20529597,17403812,Q2,Philosophy of Management,17,
20146418,,Q2,Qualitative Research in Education,9,
1937156X,21624097,Q2,SCHOLE: A Journal of Leisure Studies and Recreation Education,13,
14513749,18207863,Q2,Structural Integrity and Life,18,
18883443,26956594,Q2,Teoria y Derecho,3,
00427500,23674156,Q2,Vitis - Journal of Grapevine Research,57,
01204157,25907379,Q3,Biomedica,36,
00101354,17306302,Q3,Colloquium Mathematicum,31,
04955331,,Q3,Geology and Exploration,12,
07930283,21910197,Q3,Heterocyclic Communications,30,
25483161,24426571,Q3,International Journal of Advances in Intelligent Informatics,18,
19366744,,Q3,International Journal of the Analytic Hierarchy Process,11,
09722823,00223859,Q3,Journal of Postgraduate Medicine,64,
13486160,13434152,Q3,Mammal Study,25,
18740707,,Q3,Open Biotechnology Journal,22,
18742858,,Q3,Open Microbiology Journal,37,
15176398,19834063,Q3,Pesquisa Agropecuaria Tropical,27,
16699637,00416932,Q3,Revista de la Union Matematica Argentina,15,
02101696,,Q3,Siglo Cero,14,
20939175,22338853,Q3,Sleep Medicine Research,10,
2391436X,22999590,Q3,Trends in Sport Sciences,10,
0917415X,18825729,Q3,Tropics,7,
00442313,15213749,Q3,Zeitschrift fur Anorganische und Allgemeine Chemie,75,
15574660,,Q1,Asia-Pacific Journal: Japan Focus,10,
21663033,21648034,Q1,Information and Culture,16,
20097379,,Q1,International Journal of Religious Tourism and Pilgrimage,17,
26187213,24054739,Q1,Russian Journal of Economics,20,
1913200X,,Q2,Canadian Journal of Speech-Language Pathology and Audiology,22,
13093568,2149374X,Q2,Journal of Psychiatric Nursing,9,
25031023,08548919,Q2,Jurnal Media Hukum,5,
17277051,18105467,Q2,Problems and Perspectives in Management,34,
17221137,,Q2,Rivista Italiana di Politiche Pubbliche,11,
13364561,,Q2,Wood Research,29,
15626865,10637710,Q3,Acoustical Physics,37,
0870399X,16460758,Q3,Acta Medica Portuguesa,32,
16878639,16878647,Q3,Advances in Virology,32,
14596067,,Q3,Agricultural and Food Science,44,
26513668,26186381,Q3,Aquaculture Studies,10,
14863847,22929592,Q3,Canadian Journal of Dietetic Practice and Research,38,
10872108,,Q3,Dermatology Online Journal,53,
26671646,20970587,Q3,Gynecology and Obstetrics Clinical Medicine,6,
1553779X,21945756,Q3,International Journal of Emerging Electric Power Systems,30,
22004270,,Q3,International Journal of Innovation in Science and Mathematics Education,19,
17460689,18780164,Q3,International Journal of Osteopathic Medicine,31,
01933922,,Q3,Journal for Specialists in Group Work,32,
23530588,22999965,Q3,Journal of Applied Mathematics and Computational Mechanics,11,
00219665,1945239X,Q3,Journal of Chromatographic Science,67,
20937814,12259578,Q3,Journal of Korean Academic Society of Nursing Education,11,
22298932,,Q3,Journal of Technical Education and Training,16,
18820743,13486535,Q3,Journal of the Ceramic Society of Japan,67,
24661546,12258318,Q3,Korean Journal of Plant Taxonomy,10,
11171936,24686875,Q3,Nigerian Postgraduate Medical Journal,25,
1138414X,19896395,Q3,Profesorado,27,
19899386,21711976,Q3,Psyecology,18,
2624960X,,Q3,Quantum Reports,14,
00380741,15739279,Q3,Soil Mechanics and Foundation Engineering,23,
19767684,,-,International Conference on Information Networking,38,
17496977,17496985,Q1,Intellectual History Review,16,
19946953,23048069,Q1,Jordan Journal of Modern Languages and Literatures,7,
14774607,00225185,Q1,Journal of Theological Studies,22,
19430787,19430779,Q2,Asian Politics and Policy,21,
15396754,25731483,Q2,Chinese Public Administration Review,9,
17412897,1468795X,Q2,Journal of Classical Sociology,31,
15404099,08952833,Q2,Journal of Feminist Family Therapy,24,
15375366,00472530,Q2,Journal of Legal Studies,71,
15326578,10620303,Q2,Journal of Vascular Nursing,27,
20017413,20017405,Q2,Scandinavian Journal of Public Administration,8,
26676370,2667677X,Q2,Turkish Journal of Anaesthesiology and Reanimation,20,
20060165,,Q3,African Journal of Infectious Diseases,19,
20790961,20790988,Q3,Arid Ecosystems,17,
00063657,19446705,Q3,Bird Study,58,
10014861,,Q3,Chinese Journal of Inorganic Chemistry,31,
